Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 01/dic/2019
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 01/dic/2019 08:00:03 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.0000,
BCA,EOLICA,2,             0.0000,
BCA,EOLICA,3,             0.0000,
BCA,EOLICA,4,             0.0000,
BCA,EOLICA,5,             0.0000,
BCA,EOLICA,6,             0.0000,
BCA,EOLICA,7,             0.0000,
BCA,EOLICA,8,             0.0000,
BCA,EOLICA,9,             0.0000,
BCA,EOLICA,10,             0.0000,
BCA,EOLICA,11,             0.0000,
BCA,EOLICA,12,             0.0000,
BCA,EOLICA,13,             0.0000,
BCA,EOLICA,14,             0.0000,
BCA,EOLICA,15,             0.0000,
BCA,EOLICA,16,             0.0000,
BCA,EOLICA,17,             0.0000,
BCA,EOLICA,18,             0.0000,
BCA,EOLICA,19,             0.0000,
BCA,EOLICA,20,             0.0000,
BCA,EOLICA,21,             0.0000,
BCA,EOLICA,22,             0.0000,
BCA,EOLICA,23,             0.0000,
BCA,EOLICA,24,             0.0000,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             1.5600,
BCA,FOTOVOLTAICA,8,            13.8400,
BCA,FOTOVOLTAICA,9,            30.0300,
BCA,FOTOVOLTAICA,10,            34.2600,
BCA,FOTOVOLTAICA,11,            31.6400,
BCA,FOTOVOLTAICA,12,            30.7200,
BCA,FOTOVOLTAICA,13,            32.1000,
BCA,FOTOVOLTAICA,14,            34.5700,
BCA,FOTOVOLTAICA,15,            31.2600,
BCA,FOTOVOLTAICA,16,            16.4900,
BCA,FOTOVOLTAICA,17,             3.2400,
BCA,FOTOVOLTAICA,18,             0.0000,
BCA,FOTOVOLTAICA,19,             0.0000,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.3620,
BCS,FOTOVOLTAICA,8,            10.4300,
BCS,FOTOVOLTAICA,9,            29.4840,
BCS,FOTOVOLTAICA,10,            42.5490,
BCS,FOTOVOLTAICA,11,            50.7670,
BCS,FOTOVOLTAICA,12,            54.1380,
BCS,FOTOVOLTAICA,13,            54.2890,
BCS,FOTOVOLTAICA,14,            52.8320,
BCS,FOTOVOLTAICA,15,            45.2310,
BCS,FOTOVOLTAICA,16,            32.7390,
BCS,FOTOVOLTAICA,17,            15.3900,
BCS,FOTOVOLTAICA,18,             1.0820,
BCS,FOTOVOLTAICA,19,             0.0000,
BCS,FOTOVOLTAICA,20,             0.0000,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,           972.0080,
SIN,EOLICA,2,           872.0220,
SIN,EOLICA,3,           818.1070,
SIN,EOLICA,4,           830.4030,
SIN,EOLICA,5,           898.5400,
SIN,EOLICA,6,          1065.6220,
SIN,EOLICA,7,          1256.3200,
SIN,EOLICA,8,          1333.3680,
SIN,EOLICA,9,          1395.4670,
SIN,EOLICA,10,          1485.8090,
SIN,EOLICA,11,          1557.4140,
SIN,EOLICA,12,          1636.6510,
SIN,EOLICA,13,          1741.1900,
SIN,EOLICA,14,          1877.4100,
SIN,EOLICA,15,          2041.0150,
SIN,EOLICA,16,          2183.7970,
SIN,EOLICA,17,          2246.0590,
SIN,EOLICA,18,          2281.6620,
SIN,EOLICA,19,          2334.2730,
SIN,EOLICA,20,          2384.8790,
SIN,EOLICA,21,          2448.3820,
SIN,EOLICA,22,          2491.1720,
SIN,EOLICA,23,          2507.5450,
SIN,EOLICA,24,          2521.3450,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,            18.1140,
SIN,FOTOVOLTAICA,8,           342.4030,
SIN,FOTOVOLTAICA,9,          1531.8410,
SIN,FOTOVOLTAICA,10,          2565.2500,
SIN,FOTOVOLTAICA,11,          3054.3880,
SIN,FOTOVOLTAICA,12,          3163.5950,
SIN,FOTOVOLTAICA,13,          3158.7390,
SIN,FOTOVOLTAICA,14,          3125.2690,
SIN,FOTOVOLTAICA,15,          3059.7410,
SIN,FOTOVOLTAICA,16,          2705.1140,
SIN,FOTOVOLTAICA,17,          2132.2160,
SIN,FOTOVOLTAICA,18,           668.0370,
SIN,FOTOVOLTAICA,19,            70.3690,
SIN,FOTOVOLTAICA,20,             0.2000,
SIN,FOTOVOLTAICA,21,             0.0000,
SIN,FOTOVOLTAICA,22,             0.0000,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


