Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 11/mar/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 11/mar/2020 08:00:05 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             4.5580,
BCA,EOLICA,2,             2.1440,
BCA,EOLICA,3,             2.2140,
BCA,EOLICA,4,             2.2800,
BCA,EOLICA,5,             2.3430,
BCA,EOLICA,6,             4.9080,
BCA,EOLICA,7,             5.0120,
BCA,EOLICA,8,             4.2900,
BCA,EOLICA,9,             4.4010,
BCA,EOLICA,10,             4.5090,
BCA,EOLICA,11,             4.6130,
BCA,EOLICA,12,             1.7370,
BCA,EOLICA,13,             2.9330,
BCA,EOLICA,14,             3.1070,
BCA,EOLICA,15,             3.2710,
BCA,EOLICA,16,             3.4120,
BCA,EOLICA,17,             5.5150,
BCA,EOLICA,18,             3.8660,
BCA,EOLICA,19,             6.2280,
BCA,EOLICA,20,             6.3920,
BCA,EOLICA,21,             4.5490,
BCA,EOLICA,22,             3.3320,
BCA,EOLICA,23,             3.4470,
BCA,EOLICA,24,             7.7360,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             0.0400,
BCA,FOTOVOLTAICA,8,            12.4800,
BCA,FOTOVOLTAICA,9,            25.9600,
BCA,FOTOVOLTAICA,10,            34.0900,
BCA,FOTOVOLTAICA,11,            35.5000,
BCA,FOTOVOLTAICA,12,            33.9900,
BCA,FOTOVOLTAICA,13,            32.1100,
BCA,FOTOVOLTAICA,14,            32.3500,
BCA,FOTOVOLTAICA,15,            29.1800,
BCA,FOTOVOLTAICA,16,            30.0600,
BCA,FOTOVOLTAICA,17,            23.1700,
BCA,FOTOVOLTAICA,18,             9.2600,
BCA,FOTOVOLTAICA,19,             3.0200,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0110,
BCS,FOTOVOLTAICA,8,             5.0010,
BCS,FOTOVOLTAICA,9,            11.0070,
BCS,FOTOVOLTAICA,10,            21.0100,
BCS,FOTOVOLTAICA,11,            25.1380,
BCS,FOTOVOLTAICA,12,            25.1480,
BCS,FOTOVOLTAICA,13,            23.1800,
BCS,FOTOVOLTAICA,14,            21.1590,
BCS,FOTOVOLTAICA,15,            19.1270,
BCS,FOTOVOLTAICA,16,            16.0630,
BCS,FOTOVOLTAICA,17,            10.0420,
BCS,FOTOVOLTAICA,18,             5.0000,
BCS,FOTOVOLTAICA,19,             0.1980,
BCS,FOTOVOLTAICA,20,             0.0000,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          3411.7100,
SIN,EOLICA,2,          3220.8900,
SIN,EOLICA,3,          3061.1680,
SIN,EOLICA,4,          2945.9310,
SIN,EOLICA,5,          2854.7890,
SIN,EOLICA,6,          2760.2080,
SIN,EOLICA,7,          2695.2250,
SIN,EOLICA,8,          2675.3900,
SIN,EOLICA,9,          2615.8670,
SIN,EOLICA,10,          2641.5680,
SIN,EOLICA,11,          2680.2420,
SIN,EOLICA,12,          2764.4840,
SIN,EOLICA,13,          2858.3420,
SIN,EOLICA,14,          2989.8690,
SIN,EOLICA,15,          3084.9410,
SIN,EOLICA,16,          3167.9560,
SIN,EOLICA,17,          3278.9140,
SIN,EOLICA,18,          3408.4870,
SIN,EOLICA,19,          3598.3020,
SIN,EOLICA,20,          3641.4050,
SIN,EOLICA,21,          3630.3630,
SIN,EOLICA,22,          3578.3190,
SIN,EOLICA,23,          3531.1980,
SIN,EOLICA,24,          3353.5380,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,             2.4270,
SIN,FOTOVOLTAICA,8,           294.7960,
SIN,FOTOVOLTAICA,9,          1665.6250,
SIN,FOTOVOLTAICA,10,          2887.2990,
SIN,FOTOVOLTAICA,11,          3527.4900,
SIN,FOTOVOLTAICA,12,          3696.9170,
SIN,FOTOVOLTAICA,13,          3778.4880,
SIN,FOTOVOLTAICA,14,          3771.0640,
SIN,FOTOVOLTAICA,15,          3542.8190,
SIN,FOTOVOLTAICA,16,          3163.5860,
SIN,FOTOVOLTAICA,17,          2592.4570,
SIN,FOTOVOLTAICA,18,          1637.7760,
SIN,FOTOVOLTAICA,19,           481.9350,
SIN,FOTOVOLTAICA,20,            51.7570,
SIN,FOTOVOLTAICA,21,             0.0000,
SIN,FOTOVOLTAICA,22,             0.0000,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


