Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 24/oct/2019
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 24/oct/2019 08:00:03 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.0000,
BCA,EOLICA,2,             0.0000,
BCA,EOLICA,3,             0.0000,
BCA,EOLICA,4,             0.0000,
BCA,EOLICA,5,             0.0000,
BCA,EOLICA,6,             0.0000,
BCA,EOLICA,7,             0.0000,
BCA,EOLICA,8,             0.0000,
BCA,EOLICA,9,             0.3950,
BCA,EOLICA,10,             0.9050,
BCA,EOLICA,11,             2.7500,
BCA,EOLICA,12,             2.7500,
BCA,EOLICA,13,             2.7500,
BCA,EOLICA,14,             2.7500,
BCA,EOLICA,15,             4.1600,
BCA,EOLICA,16,             4.1600,
BCA,EOLICA,17,             4.1600,
BCA,EOLICA,18,             4.1600,
BCA,EOLICA,19,             4.1600,
BCA,EOLICA,20,             4.1600,
BCA,EOLICA,21,             0.3950,
BCA,EOLICA,22,             0.3950,
BCA,EOLICA,23,             0.3950,
BCA,EOLICA,24,             0.3950,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             0.0700,
BCA,FOTOVOLTAICA,8,             9.7500,
BCA,FOTOVOLTAICA,9,            31.8900,
BCA,FOTOVOLTAICA,10,            41.4000,
BCA,FOTOVOLTAICA,11,            41.4600,
BCA,FOTOVOLTAICA,12,            41.4400,
BCA,FOTOVOLTAICA,13,            41.4200,
BCA,FOTOVOLTAICA,14,            41.3800,
BCA,FOTOVOLTAICA,15,            41.3100,
BCA,FOTOVOLTAICA,16,            41.2100,
BCA,FOTOVOLTAICA,17,            30.3300,
BCA,FOTOVOLTAICA,18,             8.2500,
BCA,FOTOVOLTAICA,19,             0.1200,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0000,
BCS,FOTOVOLTAICA,8,             1.1050,
BCS,FOTOVOLTAICA,9,            14.1950,
BCS,FOTOVOLTAICA,10,            32.2380,
BCS,FOTOVOLTAICA,11,            46.0340,
BCS,FOTOVOLTAICA,12,            52.7870,
BCS,FOTOVOLTAICA,13,            54.7660,
BCS,FOTOVOLTAICA,14,            55.0850,
BCS,FOTOVOLTAICA,15,            53.7880,
BCS,FOTOVOLTAICA,16,            47.8940,
BCS,FOTOVOLTAICA,17,            35.4840,
BCS,FOTOVOLTAICA,18,            18.3000,
BCS,FOTOVOLTAICA,19,             2.8300,
BCS,FOTOVOLTAICA,20,             0.0000,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          1492.8340,
SIN,EOLICA,2,          1327.7970,
SIN,EOLICA,3,          1187.5600,
SIN,EOLICA,4,          1038.0090,
SIN,EOLICA,5,           957.7660,
SIN,EOLICA,6,           887.1000,
SIN,EOLICA,7,           844.6700,
SIN,EOLICA,8,           813.7010,
SIN,EOLICA,9,           809.5370,
SIN,EOLICA,10,           791.9040,
SIN,EOLICA,11,           784.9030,
SIN,EOLICA,12,           795.8550,
SIN,EOLICA,13,           800.3370,
SIN,EOLICA,14,           823.5330,
SIN,EOLICA,15,           846.2730,
SIN,EOLICA,16,           888.3620,
SIN,EOLICA,17,           889.5070,
SIN,EOLICA,18,           862.2580,
SIN,EOLICA,19,           857.6450,
SIN,EOLICA,20,           899.6310,
SIN,EOLICA,21,           848.5130,
SIN,EOLICA,22,           829.7480,
SIN,EOLICA,23,           810.6030,
SIN,EOLICA,24,           822.6470,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,             1.2490,
SIN,FOTOVOLTAICA,8,            27.6580,
SIN,FOTOVOLTAICA,9,           575.4190,
SIN,FOTOVOLTAICA,10,          1794.9710,
SIN,FOTOVOLTAICA,11,          2674.1940,
SIN,FOTOVOLTAICA,12,          2992.1310,
SIN,FOTOVOLTAICA,13,          2970.8990,
SIN,FOTOVOLTAICA,14,          2923.5490,
SIN,FOTOVOLTAICA,15,          2892.4300,
SIN,FOTOVOLTAICA,16,          2785.2820,
SIN,FOTOVOLTAICA,17,          2522.8430,
SIN,FOTOVOLTAICA,18,          2014.2740,
SIN,FOTOVOLTAICA,19,           946.4700,
SIN,FOTOVOLTAICA,20,            82.0120,
SIN,FOTOVOLTAICA,21,             0.1110,
SIN,FOTOVOLTAICA,22,             0.0000,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


