Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 17/sep/2019
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 17/sep/2019 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.3950,
BCA,EOLICA,2,             0.3950,
BCA,EOLICA,3,             0.9050,
BCA,EOLICA,4,             0.9050,
BCA,EOLICA,5,             0.9050,
BCA,EOLICA,6,             0.3950,
BCA,EOLICA,7,             0.3950,
BCA,EOLICA,8,             0.3950,
BCA,EOLICA,9,             0.3950,
BCA,EOLICA,10,             0.3950,
BCA,EOLICA,11,             0.3950,
BCA,EOLICA,12,             2.7500,
BCA,EOLICA,13,             2.7500,
BCA,EOLICA,14,             2.7500,
BCA,EOLICA,15,             5.8750,
BCA,EOLICA,16,             5.8750,
BCA,EOLICA,17,             5.8750,
BCA,EOLICA,18,             9.0800,
BCA,EOLICA,19,             9.0800,
BCA,EOLICA,20,             9.0800,
BCA,EOLICA,21,             5.8750,
BCA,EOLICA,22,             5.8750,
BCA,EOLICA,23,             5.8750,
BCA,EOLICA,24,             1.6750,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             1.1390,
BCA,FOTOVOLTAICA,8,            17.8150,
BCA,FOTOVOLTAICA,9,            36.8690,
BCA,FOTOVOLTAICA,10,            40.2700,
BCA,FOTOVOLTAICA,11,            40.3300,
BCA,FOTOVOLTAICA,12,            40.3100,
BCA,FOTOVOLTAICA,13,            40.2900,
BCA,FOTOVOLTAICA,14,            40.2600,
BCA,FOTOVOLTAICA,15,            40.1700,
BCA,FOTOVOLTAICA,16,            40.0800,
BCA,FOTOVOLTAICA,17,            39.4410,
BCA,FOTOVOLTAICA,18,            24.2610,
BCA,FOTOVOLTAICA,19,             4.4800,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0400,
BCS,FOTOVOLTAICA,8,             1.8120,
BCS,FOTOVOLTAICA,9,            13.3530,
BCS,FOTOVOLTAICA,10,            30.4260,
BCS,FOTOVOLTAICA,11,            43.9410,
BCS,FOTOVOLTAICA,12,            52.0350,
BCS,FOTOVOLTAICA,13,            54.4030,
BCS,FOTOVOLTAICA,14,            54.9790,
BCS,FOTOVOLTAICA,15,            53.4430,
BCS,FOTOVOLTAICA,16,            50.0710,
BCS,FOTOVOLTAICA,17,            42.6470,
BCS,FOTOVOLTAICA,18,            29.5000,
BCS,FOTOVOLTAICA,19,            13.4000,
BCS,FOTOVOLTAICA,20,             1.4960,
BCS,FOTOVOLTAICA,21,             0.0030,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,           965.3920,
SIN,EOLICA,2,           887.0060,
SIN,EOLICA,3,           853.8620,
SIN,EOLICA,4,           778.5010,
SIN,EOLICA,5,           780.3630,
SIN,EOLICA,6,           788.7870,
SIN,EOLICA,7,           842.0580,
SIN,EOLICA,8,           825.0450,
SIN,EOLICA,9,           761.5180,
SIN,EOLICA,10,           699.0260,
SIN,EOLICA,11,           698.6790,
SIN,EOLICA,12,           686.3380,
SIN,EOLICA,13,           729.7360,
SIN,EOLICA,14,           736.1750,
SIN,EOLICA,15,           733.5400,
SIN,EOLICA,16,           656.4170,
SIN,EOLICA,17,           680.1360,
SIN,EOLICA,18,           755.6960,
SIN,EOLICA,19,           799.4860,
SIN,EOLICA,20,           951.1250,
SIN,EOLICA,21,           994.0030,
SIN,EOLICA,22,          1148.9410,
SIN,EOLICA,23,          1188.6160,
SIN,EOLICA,24,          1236.5480,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0010,
