Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 22/abr/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 22/abr/2020 08:00:08 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.1070,
BCA,EOLICA,2,             0.0540,
BCA,EOLICA,3,             0.0480,
BCA,EOLICA,4,             0.0640,
BCA,EOLICA,5,             0.0720,
BCA,EOLICA,6,             0.0620,
BCA,EOLICA,7,             0.0480,
BCA,EOLICA,8,             0.0230,
BCA,EOLICA,9,             0.0080,
BCA,EOLICA,10,             3.3740,
BCA,EOLICA,11,             3.4870,
BCA,EOLICA,12,             3.6480,
BCA,EOLICA,13,             0.6880,
BCA,EOLICA,14,             3.6400,
BCA,EOLICA,15,             3.6060,
BCA,EOLICA,16,             3.6300,
BCA,EOLICA,17,             3.6270,
BCA,EOLICA,18,             3.6200,
BCA,EOLICA,19,             1.8230,
BCA,EOLICA,20,             2.4160,
BCA,EOLICA,21,             2.9130,
BCA,EOLICA,22,             2.8770,
BCA,EOLICA,23,             2.7210,
BCA,EOLICA,24,             2.7850,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             5.5900,
BCA,FOTOVOLTAICA,8,            30.4600,
BCA,FOTOVOLTAICA,9,            43.6100,
BCA,FOTOVOLTAICA,10,            44.1300,
BCA,FOTOVOLTAICA,11,            44.0600,
BCA,FOTOVOLTAICA,12,            43.9900,
BCA,FOTOVOLTAICA,13,            43.8600,
BCA,FOTOVOLTAICA,14,            43.6300,
BCA,FOTOVOLTAICA,15,            43.3600,
BCA,FOTOVOLTAICA,16,            42.8100,
BCA,FOTOVOLTAICA,17,            42.0200,
BCA,FOTOVOLTAICA,18,            35.5500,
BCA,FOTOVOLTAICA,19,            10.6400,
BCA,FOTOVOLTAICA,20,             0.6000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
