Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 08/feb/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 08/feb/2020 08:00:05 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.0010,
BCA,EOLICA,2,             0.0010,
BCA,EOLICA,3,             0.0010,
BCA,EOLICA,4,             0.0010,
BCA,EOLICA,5,             0.0100,
BCA,EOLICA,6,             0.0200,
BCA,EOLICA,7,             0.0200,
BCA,EOLICA,8,             0.0300,
BCA,EOLICA,9,             0.0400,
BCA,EOLICA,10,             0.0400,
BCA,EOLICA,11,             0.0500,
BCA,EOLICA,12,             0.0700,
BCA,EOLICA,13,             0.0900,
BCA,EOLICA,14,             0.1100,
BCA,EOLICA,15,             0.1300,
BCA,EOLICA,16,             0.1300,
BCA,EOLICA,17,             7.7600,
BCA,EOLICA,18,             7.7600,
BCA,EOLICA,19,             7.7800,
BCA,EOLICA,20,             4.4300,
BCA,EOLICA,21,             4.6900,
BCA,EOLICA,22,             4.9600,
BCA,EOLICA,23,             5.1700,
BCA,EOLICA,24,             5.3100,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             1.3200,
BCA,FOTOVOLTAICA,8,            19.1400,
BCA,FOTOVOLTAICA,9,            34.9600,
BCA,FOTOVOLTAICA,10,            34.7500,
BCA,FOTOVOLTAICA,11,            35.3200,
BCA,FOTOVOLTAICA,12,            34.1900,
BCA,FOTOVOLTAICA,13,            33.8700,
BCA,FOTOVOLTAICA,14,            33.7400,
BCA,FOTOVOLTAICA,15,            33.8500,
BCA,FOTOVOLTAICA,16,            33.1700,
BCA,FOTOVOLTAICA,17,            10.8200,
BCA,FOTOVOLTAICA,18,             1.2100,
BCA,FOTOVOLTAICA,19,             0.0000,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0000,
BCS,FOTOVOLTAICA,8,             2.8710,
BCS,FOTOVOLTAICA,9,            20.9500,
BCS,FOTOVOLTAICA,10,            33.0830,
BCS,FOTOVOLTAICA,11,            40.1000,
BCS,FOTOVOLTAICA,12,            47.1000,
BCS,FOTOVOLTAICA,13,            47.0900,
BCS,FOTOVOLTAICA,14,            46.0760,
BCS,FOTOVOLTAICA,15,            40.0500,
BCS,FOTOVOLTAICA,16,            34.0190,
BCS,FOTOVOLTAICA,17,            24.5680,
BCS,FOTOVOLTAICA,18,             4.9840,
BCS,FOTOVOLTAICA,19,             0.0000,
BCS,FOTOVOLTAICA,20,             0.0000,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          2254.4640,
SIN,EOLICA,2,          2110.9730,
SIN,EOLICA,3,          1965.3640,
SIN,EOLICA,4,          1908.7170,
SIN,EOLICA,5,          1929.6970,
SIN,EOLICA,6,          1960.4220,
SIN,EOLICA,7,          1938.4180,
SIN,EOLICA,8,          1820.1120,
SIN,EOLICA,9,          1718.0020,
SIN,EOLICA,10,          1764.1460,
SIN,EOLICA,11,          1914.8240,
SIN,EOLICA,12,          2071.0590,
SIN,EOLICA,13,          2169.8010,
SIN,EOLICA,14,          2283.8720,
SIN,EOLICA,15,          2439.7240,
SIN,EOLICA,16,          2669.0560,
SIN,EOLICA,17,          2843.1980,
SIN,EOLICA,18,          3009.7190,
SIN,EOLICA,19,          3030.7150,
SIN,EOLICA,20,          3041.6340,
SIN,EOLICA,21,          3017.2430,
SIN,EOLICA,22,          3053.5360,
SIN,EOLICA,23,          3052.3450,
SIN,EOLICA,24,          3050.1040,
