Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 30/ene/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 30/ene/2020 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             1.4530,
BCA,EOLICA,2,             1.8660,
BCA,EOLICA,3,             1.9950,
BCA,EOLICA,4,             2.0350,
BCA,EOLICA,5,             1.8140,
BCA,EOLICA,6,             1.5850,
BCA,EOLICA,7,             1.4110,
BCA,EOLICA,8,             5.1860,
BCA,EOLICA,9,             4.8070,
BCA,EOLICA,10,             4.8310,
BCA,EOLICA,11,            10.2990,
BCA,EOLICA,12,            10.9850,
BCA,EOLICA,13,            11.6290,
BCA,EOLICA,14,            13.1400,
BCA,EOLICA,15,            13.8630,
BCA,EOLICA,16,            14.1940,
BCA,EOLICA,17,            10.5460,
BCA,EOLICA,18,            11.1110,
BCA,EOLICA,19,            10.7940,
BCA,EOLICA,20,             3.8750,
BCA,EOLICA,21,             3.9050,
BCA,EOLICA,22,             4.5930,
BCA,EOLICA,23,             4.9090,
BCA,EOLICA,24,             4.8720,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             0.7800,
BCA,FOTOVOLTAICA,8,            16.0500,
BCA,FOTOVOLTAICA,9,            36.3600,
BCA,FOTOVOLTAICA,10,            41.5400,
BCA,FOTOVOLTAICA,11,            41.5200,
BCA,FOTOVOLTAICA,12,            41.5200,
BCA,FOTOVOLTAICA,13,            41.4700,
BCA,FOTOVOLTAICA,14,            41.3800,
BCA,FOTOVOLTAICA,15,            41.1700,
BCA,FOTOVOLTAICA,16,            33.6800,
BCA,FOTOVOLTAICA,17,            11.5100,
BCA,FOTOVOLTAICA,18,             0.0000,
BCA,FOTOVOLTAICA,19,             0.0000,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
