Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 17/jul/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 17/jul/2020 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             9.8210,
BCA,EOLICA,2,            11.1440,
BCA,EOLICA,3,             9.7090,
BCA,EOLICA,4,             6.7560,
BCA,EOLICA,5,             5.6870,
BCA,EOLICA,6,             4.3520,
BCA,EOLICA,7,             3.1230,
BCA,EOLICA,8,             1.9030,
BCA,EOLICA,9,             0.9870,
BCA,EOLICA,10,             0.4460,
BCA,EOLICA,11,             0.1660,
BCA,EOLICA,12,             0.0770,
BCA,EOLICA,13,             0.0860,
BCA,EOLICA,14,             0.1180,
BCA,EOLICA,15,             0.7770,
BCA,EOLICA,16,             1.3880,
BCA,EOLICA,17,             2.2220,
BCA,EOLICA,18,             4.4520,
BCA,EOLICA,19,             5.5180,
BCA,EOLICA,20,             6.4110,
BCA,EOLICA,21,             5.4210,
BCA,EOLICA,22,             5.0840,
BCA,EOLICA,23,             4.5450,
BCA,EOLICA,24,             4.3540,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0100,
BCA,FOTOVOLTAICA,7,             7.1000,
BCA,FOTOVOLTAICA,8,            31.0600,
BCA,FOTOVOLTAICA,9,            39.7200,
BCA,FOTOVOLTAICA,10,            40.3800,
BCA,FOTOVOLTAICA,11,            40.4000,
BCA,FOTOVOLTAICA,12,            40.3300,
BCA,FOTOVOLTAICA,13,            40.2600,
BCA,FOTOVOLTAICA,14,            40.1400,
BCA,FOTOVOLTAICA,15,            39.8600,
BCA,FOTOVOLTAICA,16,            38.2200,
BCA,FOTOVOLTAICA,17,            37.8800,
BCA,FOTOVOLTAICA,18,            36.4100,
BCA,FOTOVOLTAICA,19,            21.7500,
BCA,FOTOVOLTAICA,20,             2.0800,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.1200,
