Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 30/ago/2019
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 30/ago/2019 08:00:07 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.3950,
BCA,EOLICA,2,             0.3950,
BCA,EOLICA,3,             0.3950,
BCA,EOLICA,4,             0.3950,
BCA,EOLICA,5,             0.3950,
BCA,EOLICA,6,             0.9050,
BCA,EOLICA,7,             0.9050,
BCA,EOLICA,8,             0.9050,
BCA,EOLICA,9,             0.0000,
BCA,EOLICA,10,             0.0000,
BCA,EOLICA,11,             0.0000,
BCA,EOLICA,12,             0.3950,
BCA,EOLICA,13,             0.3950,
BCA,EOLICA,14,             0.3950,
BCA,EOLICA,15,             1.6750,
BCA,EOLICA,16,             1.6750,
BCA,EOLICA,17,             1.6750,
BCA,EOLICA,18,             2.7500,
BCA,EOLICA,19,             2.7500,
BCA,EOLICA,20,             2.7500,
BCA,EOLICA,21,             1.6750,
BCA,EOLICA,22,             1.6750,
BCA,EOLICA,23,             1.6750,
BCA,EOLICA,24,             0.9050,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0100,
BCA,FOTOVOLTAICA,7,             2.1400,
BCA,FOTOVOLTAICA,8,            18.9000,
BCA,FOTOVOLTAICA,9,            36.3500,
BCA,FOTOVOLTAICA,10,            39.2000,
BCA,FOTOVOLTAICA,11,            38.0900,
BCA,FOTOVOLTAICA,12,            40.7900,
BCA,FOTOVOLTAICA,13,            40.7700,
BCA,FOTOVOLTAICA,14,            40.7100,
BCA,FOTOVOLTAICA,15,            40.5400,
BCA,FOTOVOLTAICA,16,            40.5400,
BCA,FOTOVOLTAICA,17,            39.3800,
BCA,FOTOVOLTAICA,18,            35.8900,
BCA,FOTOVOLTAICA,19,            17.8600,
BCA,FOTOVOLTAICA,20,             0.1000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0400,
BCS,FOTOVOLTAICA,8,             2.0880,
BCS,FOTOVOLTAICA,9,            13.0270,
BCS,FOTOVOLTAICA,10,            28.1310,
BCS,FOTOVOLTAICA,11,            40.5230,
BCS,FOTOVOLTAICA,12,            49.9330,
BCS,FOTOVOLTAICA,13,            54.4610,
BCS,FOTOVOLTAICA,14,            55.1420,
BCS,FOTOVOLTAICA,15,            54.1140,
BCS,FOTOVOLTAICA,16,            50.0570,
BCS,FOTOVOLTAICA,17,            41.0380,
BCS,FOTOVOLTAICA,18,            27.9000,
BCS,FOTOVOLTAICA,19,            13.0000,
BCS,FOTOVOLTAICA,20,             1.4960,
BCS,FOTOVOLTAICA,21,             0.0030,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          2184.8330,
SIN,EOLICA,2,          2152.6070,
SIN,EOLICA,3,          2100.1670,
SIN,EOLICA,4,          2067.6910,
SIN,EOLICA,5,          2039.6770,
SIN,EOLICA,6,          1983.6230,
SIN,EOLICA,7,          1941.9110,
SIN,EOLICA,8,          1901.7410,
SIN,EOLICA,9,          1833.6210,
SIN,EOLICA,10,          1939.1770,
SIN,EOLICA,11,          1964.2270,
SIN,EOLICA,12,          1978.3900,
SIN,EOLICA,13,          2116.7510,
SIN,EOLICA,14,          2180.6390,
SIN,EOLICA,15,          2228.1820,
SIN,EOLICA,16,          2226.2070,
SIN,EOLICA,17,          2293.0750,
SIN,EOLICA,18,          2389.9220,
SIN,EOLICA,19,          2455.7870,
SIN,EOLICA,20,          2422.8080,
SIN,EOLICA,21,          2394.6090,
SIN,EOLICA,22,          2373.7100,
SIN,EOLICA,23,          2266.9460,
SIN,EOLICA,24,          2200.1900,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
