Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 23/nov/2019
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 23/nov/2019 08:00:05 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.0000,
BCA,EOLICA,2,             0.0000,
BCA,EOLICA,3,             0.0000,
BCA,EOLICA,4,             0.0000,
BCA,EOLICA,5,             0.3950,
BCA,EOLICA,6,             0.3950,
BCA,EOLICA,7,             0.3950,
BCA,EOLICA,8,             0.3950,
BCA,EOLICA,9,             0.3950,
BCA,EOLICA,10,             0.3950,
BCA,EOLICA,11,             1.6750,
BCA,EOLICA,12,             1.6750,
BCA,EOLICA,13,             1.6750,
BCA,EOLICA,14,             1.6750,
BCA,EOLICA,15,             1.6750,
BCA,EOLICA,16,             1.6750,
BCA,EOLICA,17,             0.9050,
BCA,EOLICA,18,             0.9050,
BCA,EOLICA,19,             0.9050,
BCA,EOLICA,20,             0.3950,
BCA,EOLICA,21,             0.3950,
BCA,EOLICA,22,             0.3950,
BCA,EOLICA,23,             0.3950,
BCA,EOLICA,24,             0.3950,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             2.6100,
BCA,FOTOVOLTAICA,8,            18.1000,
BCA,FOTOVOLTAICA,9,            35.9600,
BCA,FOTOVOLTAICA,10,            40.3200,
BCA,FOTOVOLTAICA,11,            37.8200,
BCA,FOTOVOLTAICA,12,            36.6300,
BCA,FOTOVOLTAICA,13,            37.7400,
BCA,FOTOVOLTAICA,14,            39.4100,
BCA,FOTOVOLTAICA,15,            34.2600,
BCA,FOTOVOLTAICA,16,            17.5300,
BCA,FOTOVOLTAICA,17,             3.5500,
BCA,FOTOVOLTAICA,18,             0.0000,
BCA,FOTOVOLTAICA,19,             0.0000,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.3620,
BCS,FOTOVOLTAICA,8,            10.4300,
BCS,FOTOVOLTAICA,9,            29.4840,
BCS,FOTOVOLTAICA,10,            42.5490,
BCS,FOTOVOLTAICA,11,            50.7390,
BCS,FOTOVOLTAICA,12,            54.1080,
BCS,FOTOVOLTAICA,13,            54.2530,
BCS,FOTOVOLTAICA,14,            52.8000,
BCS,FOTOVOLTAICA,15,            45.2050,
BCS,FOTOVOLTAICA,16,            32.7260,
BCS,FOTOVOLTAICA,17,            15.3810,
BCS,FOTOVOLTAICA,18,             1.0820,
BCS,FOTOVOLTAICA,19,             0.0000,
BCS,FOTOVOLTAICA,20,             0.0000,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,           554.1490,
SIN,EOLICA,2,           565.8640,
SIN,EOLICA,3,           559.7380,
SIN,EOLICA,4,           582.8610,
SIN,EOLICA,5,           596.8680,
SIN,EOLICA,6,           613.2010,
SIN,EOLICA,7,           578.4250,
SIN,EOLICA,8,           573.5320,
SIN,EOLICA,9,           554.2830,
SIN,EOLICA,10,           601.6360,
SIN,EOLICA,11,           696.5020,
SIN,EOLICA,12,           818.4460,
SIN,EOLICA,13,           905.5520,
SIN,EOLICA,14,          1041.1380,
SIN,EOLICA,15,          1198.1970,
SIN,EOLICA,16,          1316.6320,
SIN,EOLICA,17,          1396.7770,
SIN,EOLICA,18,          1415.7680,
SIN,EOLICA,19,          1468.1400,
SIN,EOLICA,20,          1516.4460,
SIN,EOLICA,21,          1623.3980,
SIN,EOLICA,22,          1656.3520,
SIN,EOLICA,23,          1622.3710,
SIN,EOLICA,24,          1574.9910,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,            30.7340,
SIN,FOTOVOLTAICA,8,           416.7640,
SIN,FOTOVOLTAICA,9,          1551.4020,
SIN,FOTOVOLTAICA,10,          2544.3430,
SIN,FOTOVOLTAICA,11,          2934.7110,
SIN,FOTOVOLTAICA,12,          3041.5470,
SIN,FOTOVOLTAICA,13,          3030.5030,
SIN,FOTOVOLTAICA,14,          2965.7370,
SIN,FOTOVOLTAICA,15,          2853.0010,
SIN,FOTOVOLTAICA,16,          2493.7900,
SIN,FOTOVOLTAICA,17,          1727.9490,
SIN,FOTOVOLTAICA,18,           527.0150,
SIN,FOTOVOLTAICA,19,            65.0830,
SIN,FOTOVOLTAICA,20,             0.0010,
SIN,FOTOVOLTAICA,21,             0.0000,
SIN,FOTOVOLTAICA,22,             0.0000,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


