Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 29/feb/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 29/feb/2020 08:00:05 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             1.4810,
BCA,EOLICA,2,             6.9940,
BCA,EOLICA,3,             7.3520,
BCA,EOLICA,4,             9.5100,
BCA,EOLICA,5,             9.6720,
BCA,EOLICA,6,             9.8230,
BCA,EOLICA,7,             9.7510,
BCA,EOLICA,8,             9.5230,
BCA,EOLICA,9,             9.3950,
BCA,EOLICA,10,            11.7190,
BCA,EOLICA,11,            12.2430,
BCA,EOLICA,12,            13.4330,
BCA,EOLICA,13,            14.9950,
BCA,EOLICA,14,            16.1940,
BCA,EOLICA,15,            16.9100,
BCA,EOLICA,16,            17.4510,
BCA,EOLICA,17,            17.5220,
BCA,EOLICA,18,            17.1070,
BCA,EOLICA,19,            17.1680,
BCA,EOLICA,20,            17.6980,
BCA,EOLICA,21,            18.4580,
BCA,EOLICA,22,            19.2990,
BCA,EOLICA,23,            19.6340,
BCA,EOLICA,24,            13.8080,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             3.5200,
BCA,FOTOVOLTAICA,8,            26.1300,
BCA,FOTOVOLTAICA,9,            36.9300,
BCA,FOTOVOLTAICA,10,            40.4600,
BCA,FOTOVOLTAICA,11,            36.1600,
BCA,FOTOVOLTAICA,12,            38.7400,
BCA,FOTOVOLTAICA,13,            37.7700,
BCA,FOTOVOLTAICA,14,            36.7500,
BCA,FOTOVOLTAICA,15,            36.0100,
BCA,FOTOVOLTAICA,16,            33.5400,
BCA,FOTOVOLTAICA,17,            17.3700,
BCA,FOTOVOLTAICA,18,             1.1100,
BCA,FOTOVOLTAICA,19,             0.0000,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0110,
BCS,FOTOVOLTAICA,8,             6.6280,
BCS,FOTOVOLTAICA,9,            25.3670,
BCS,FOTOVOLTAICA,10,            37.0100,
BCS,FOTOVOLTAICA,11,            45.2030,
BCS,FOTOVOLTAICA,12,            49.1920,
BCS,FOTOVOLTAICA,13,            50.1820,
BCS,FOTOVOLTAICA,14,            50.5650,
BCS,FOTOVOLTAICA,15,            45.1100,
BCS,FOTOVOLTAICA,16,            36.0950,
BCS,FOTOVOLTAICA,17,            29.4220,
BCS,FOTOVOLTAICA,18,            10.6900,
BCS,FOTOVOLTAICA,19,             0.1980,
BCS,FOTOVOLTAICA,20,             0.0000,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          3693.9430,
SIN,EOLICA,2,          3579.0520,
SIN,EOLICA,3,          3496.0420,
SIN,EOLICA,4,          3414.3620,
SIN,EOLICA,5,          3401.8630,
SIN,EOLICA,6,          3356.3980,
SIN,EOLICA,7,          3325.6980,
SIN,EOLICA,8,          3206.6210,
SIN,EOLICA,9,          3101.8490,
SIN,EOLICA,10,          3313.4240,
SIN,EOLICA,11,          3589.8500,
SIN,EOLICA,12,          3763.5000,
SIN,EOLICA,13,          3889.4120,
SIN,EOLICA,14,          3981.9250,
SIN,EOLICA,15,          4051.9950,
SIN,EOLICA,16,          4152.3230,
SIN,EOLICA,17,          4209.8050,
SIN,EOLICA,18,          4220.9740,
SIN,EOLICA,19,          4210.9950,
SIN,EOLICA,20,          4216.5890,
SIN,EOLICA,21,          4260.1150,
SIN,EOLICA,22,          4228.3860,
SIN,EOLICA,23,          4164.9370,
SIN,EOLICA,24,          3961.4110,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,             0.6720,
SIN,FOTOVOLTAICA,8,           223.0620,
SIN,FOTOVOLTAICA,9,          1629.8320,
SIN,FOTOVOLTAICA,10,          3249.6410,
SIN,FOTOVOLTAICA,11,          3800.9790,
SIN,FOTOVOLTAICA,12,          3888.9160,
SIN,FOTOVOLTAICA,13,          3867.1020,
SIN,FOTOVOLTAICA,14,          3835.2260,
SIN,FOTOVOLTAICA,15,          3731.3200,
SIN,FOTOVOLTAICA,16,          3593.4860,
SIN,FOTOVOLTAICA,17,          3304.9220,
SIN,FOTOVOLTAICA,18,          2315.9080,
SIN,FOTOVOLTAICA,19,           517.0110,
SIN,FOTOVOLTAICA,20,            26.0010,
SIN,FOTOVOLTAICA,21,             0.3370,
SIN,FOTOVOLTAICA,22,             0.0000,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


