Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 17/abr/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 17/abr/2020 08:00:09 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,            12.8770,
BCA,EOLICA,2,            13.1110,
BCA,EOLICA,3,            12.2820,
BCA,EOLICA,4,            10.8010,
BCA,EOLICA,5,             8.5660,
BCA,EOLICA,6,             6.7300,
BCA,EOLICA,7,             5.0980,
BCA,EOLICA,8,             4.1940,
BCA,EOLICA,9,             3.9190,
BCA,EOLICA,10,             3.3690,
BCA,EOLICA,11,             2.9820,
BCA,EOLICA,12,             3.7630,
BCA,EOLICA,13,             4.1210,
BCA,EOLICA,14,             5.9800,
BCA,EOLICA,15,             7.9330,
BCA,EOLICA,16,            12.6740,
BCA,EOLICA,17,            16.1610,
BCA,EOLICA,18,            18.7120,
BCA,EOLICA,19,            20.0770,
BCA,EOLICA,20,            20.6590,
BCA,EOLICA,21,            20.8860,
BCA,EOLICA,22,            21.0460,
BCA,EOLICA,23,            19.9250,
BCA,EOLICA,24,            20.3680,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             3.0000,
BCA,FOTOVOLTAICA,8,            23.1900,
BCA,FOTOVOLTAICA,9,            38.7100,
BCA,FOTOVOLTAICA,10,            40.0500,
BCA,FOTOVOLTAICA,11,            37.5400,
BCA,FOTOVOLTAICA,12,            38.2800,
BCA,FOTOVOLTAICA,13,            38.1900,
BCA,FOTOVOLTAICA,14,            37.7400,
BCA,FOTOVOLTAICA,15,            35.3800,
BCA,FOTOVOLTAICA,16,            32.7300,
BCA,FOTOVOLTAICA,17,            31.4100,
BCA,FOTOVOLTAICA,18,            27.9600,
BCA,FOTOVOLTAICA,19,             9.1100,
BCA,FOTOVOLTAICA,20,             0.4300,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0850,
BCS,FOTOVOLTAICA,8,             2.4470,
BCS,FOTOVOLTAICA,9,            16.0840,
BCS,FOTOVOLTAICA,10,            34.1300,
BCS,FOTOVOLTAICA,11,            48.9540,
BCS,FOTOVOLTAICA,12,            54.7660,
BCS,FOTOVOLTAICA,13,            55.2930,
BCS,FOTOVOLTAICA,14,            55.2110,
BCS,FOTOVOLTAICA,15,            55.0920,
BCS,FOTOVOLTAICA,16,            54.2630,
BCS,FOTOVOLTAICA,17,            46.4910,
BCS,FOTOVOLTAICA,18,            30.5590,
BCS,FOTOVOLTAICA,19,            12.0710,
BCS,FOTOVOLTAICA,20,             0.8770,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          1834.0700,
SIN,EOLICA,2,          1712.7950,
SIN,EOLICA,3,          1588.8130,
