Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 22/mar/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 22/mar/2020 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.0010,
BCA,EOLICA,2,             0.0010,
BCA,EOLICA,3,             0.0010,
BCA,EOLICA,4,             0.0010,
BCA,EOLICA,5,             0.0010,
BCA,EOLICA,6,             0.0010,
BCA,EOLICA,7,             0.0010,
BCA,EOLICA,8,             0.0010,
BCA,EOLICA,9,             0.0020,
BCA,EOLICA,10,             0.0040,
BCA,EOLICA,11,             0.0040,
BCA,EOLICA,12,             1.6790,
BCA,EOLICA,13,             1.6790,
BCA,EOLICA,14,             1.6780,
BCA,EOLICA,15,             4.1650,
BCA,EOLICA,16,             4.1690,
BCA,EOLICA,17,             4.1710,
BCA,EOLICA,18,             4.1780,
BCA,EOLICA,19,             4.1950,
BCA,EOLICA,20,             4.2170,
BCA,EOLICA,21,             0.1140,
BCA,EOLICA,22,             0.2150,
BCA,EOLICA,23,             0.3160,
BCA,EOLICA,24,             0.4020,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             0.5200,
BCA,FOTOVOLTAICA,8,             7.6000,
BCA,FOTOVOLTAICA,9,            26.4900,
BCA,FOTOVOLTAICA,10,            32.7600,
BCA,FOTOVOLTAICA,11,            36.9600,
BCA,FOTOVOLTAICA,12,            37.8600,
BCA,FOTOVOLTAICA,13,            33.6000,
BCA,FOTOVOLTAICA,14,            33.9800,
BCA,FOTOVOLTAICA,15,            36.0200,
BCA,FOTOVOLTAICA,16,            33.3000,
BCA,FOTOVOLTAICA,17,            27.1700,
BCA,FOTOVOLTAICA,18,            21.3100,
BCA,FOTOVOLTAICA,19,             2.4100,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.6570,
BCS,FOTOVOLTAICA,8,             9.4530,
BCS,FOTOVOLTAICA,9,            27.9980,
BCS,FOTOVOLTAICA,10,            42.6620,
BCS,FOTOVOLTAICA,11,            52.2890,
BCS,FOTOVOLTAICA,12,            55.1400,
BCS,FOTOVOLTAICA,13,            55.2000,
BCS,FOTOVOLTAICA,14,            55.1600,
BCS,FOTOVOLTAICA,15,            53.2510,
BCS,FOTOVOLTAICA,16,            46.3780,
BCS,FOTOVOLTAICA,17,            31.0160,
BCS,FOTOVOLTAICA,18,            12.0780,
BCS,FOTOVOLTAICA,19,             0.2970,
BCS,FOTOVOLTAICA,20,             0.0000,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          2775.8020,
SIN,EOLICA,2,          2734.0550,
SIN,EOLICA,3,          2684.5650,
SIN,EOLICA,4,          2633.1460,
SIN,EOLICA,5,          2551.5990,
SIN,EOLICA,6,          2481.9370,
SIN,EOLICA,7,          2355.0110,
SIN,EOLICA,8,          2316.3800,
SIN,EOLICA,9,          2373.6350,
SIN,EOLICA,10,          2476.9620,
SIN,EOLICA,11,          2607.1010,
SIN,EOLICA,12,          2739.3990,
SIN,EOLICA,13,          2846.7360,
SIN,EOLICA,14,          2899.8970,
SIN,EOLICA,15,          2935.7650,
SIN,EOLICA,16,          2965.2900,
SIN,EOLICA,17,          2987.5050,
SIN,EOLICA,18,          3020.2740,
SIN,EOLICA,19,          2995.5440,
SIN,EOLICA,20,          2875.4620,
SIN,EOLICA,21,          2778.0190,
SIN,EOLICA,22,          2663.5660,
SIN,EOLICA,23,          2659.2910,
SIN,EOLICA,24,          2664.3770,
