Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 19/ago/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 19/ago/2020 08:00:31 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             5.9530,
BCA,EOLICA,2,             6.1700,
BCA,EOLICA,3,             4.0810,
BCA,EOLICA,4,             3.7180,
BCA,EOLICA,5,             3.1960,
BCA,EOLICA,6,             1.6210,
BCA,EOLICA,7,             1.1280,
BCA,EOLICA,8,             0.7080,
BCA,EOLICA,9,             0.1600,
BCA,EOLICA,10,             0.1600,
BCA,EOLICA,11,             0.3480,
BCA,EOLICA,12,             4.2710,
BCA,EOLICA,13,             5.1550,
BCA,EOLICA,14,             5.7790,
BCA,EOLICA,15,             5.8510,
BCA,EOLICA,16,             5.5180,
BCA,EOLICA,17,             5.1410,
BCA,EOLICA,18,             3.4280,
BCA,EOLICA,19,             4.1820,
BCA,EOLICA,20,             4.7620,
BCA,EOLICA,21,             6.9390,
BCA,EOLICA,22,             6.6780,
BCA,EOLICA,23,             6.3440,
BCA,EOLICA,24,             4.3270,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             1.2700,
BCA,FOTOVOLTAICA,8,            13.2400,
BCA,FOTOVOLTAICA,9,            30.5800,
BCA,FOTOVOLTAICA,10,            35.1500,
BCA,FOTOVOLTAICA,11,            36.0900,
BCA,FOTOVOLTAICA,12,            36.1100,
BCA,FOTOVOLTAICA,13,            35.7200,
BCA,FOTOVOLTAICA,14,            33.2300,
BCA,FOTOVOLTAICA,15,            31.7100,
BCA,FOTOVOLTAICA,16,            30.5400,
BCA,FOTOVOLTAICA,17,            27.3800,
BCA,FOTOVOLTAICA,18,            24.0500,
BCA,FOTOVOLTAICA,19,             9.4000,
BCA,FOTOVOLTAICA,20,             0.2800,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0830,
BCS,FOTOVOLTAICA,8,             2.3730,
BCS,FOTOVOLTAICA,9,            11.9580,
BCS,FOTOVOLTAICA,10,            27.2770,
BCS,FOTOVOLTAICA,11,            39.5460,
BCS,FOTOVOLTAICA,12,            47.5020,
BCS,FOTOVOLTAICA,13,            52.6570,
BCS,FOTOVOLTAICA,14,            51.2890,
BCS,FOTOVOLTAICA,15,            44.2590,
BCS,FOTOVOLTAICA,16,            44.2350,
BCS,FOTOVOLTAICA,17,            32.2030,
BCS,FOTOVOLTAICA,18,            17.1020,
BCS,FOTOVOLTAICA,19,             8.0280,
BCS,FOTOVOLTAICA,20,             1.6000,
BCS,FOTOVOLTAICA,21,             0.0340,
