Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 17/jun/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 17/jun/2020 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,            20.8160,
BCA,EOLICA,2,            21.2450,
BCA,EOLICA,3,            21.4920,
BCA,EOLICA,4,            21.2840,
BCA,EOLICA,5,            20.5040,
BCA,EOLICA,6,            19.0740,
BCA,EOLICA,7,            16.8120,
BCA,EOLICA,8,            13.8220,
BCA,EOLICA,9,            10.4160,
BCA,EOLICA,10,             7.0620,
BCA,EOLICA,11,             4.4230,
BCA,EOLICA,12,             3.0450,
BCA,EOLICA,13,             3.1490,
BCA,EOLICA,14,             4.6830,
BCA,EOLICA,15,             7.5690,
BCA,EOLICA,16,            11.4170,
BCA,EOLICA,17,            15.3690,
BCA,EOLICA,18,            17.0460,
BCA,EOLICA,19,            16.2270,
BCA,EOLICA,20,            15.0050,
BCA,EOLICA,21,            14.0530,
BCA,EOLICA,22,            14.3390,
BCA,EOLICA,23,            15.1840,
BCA,EOLICA,24,            15.9250,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.9500,
BCA,FOTOVOLTAICA,7,            11.4500,
BCA,FOTOVOLTAICA,8,            27.1400,
BCA,FOTOVOLTAICA,9,            33.9600,
BCA,FOTOVOLTAICA,10,            34.6500,
BCA,FOTOVOLTAICA,11,            34.8000,
BCA,FOTOVOLTAICA,12,            34.9300,
BCA,FOTOVOLTAICA,13,            35.0300,
BCA,FOTOVOLTAICA,14,            34.9600,
BCA,FOTOVOLTAICA,15,            34.8700,
BCA,FOTOVOLTAICA,16,            34.6900,
BCA,FOTOVOLTAICA,17,            34.5500,
BCA,FOTOVOLTAICA,18,            31.5000,
BCA,FOTOVOLTAICA,19,            17.4200,
BCA,FOTOVOLTAICA,20,             2.8200,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.1690,
BCS,FOTOVOLTAICA,8,             3.5550,
BCS,FOTOVOLTAICA,9,            14.9880,
BCS,FOTOVOLTAICA,10,            30.2000,
BCS,FOTOVOLTAICA,11,            38.2420,
BCS,FOTOVOLTAICA,12,            40.3020,
BCS,FOTOVOLTAICA,13,            42.3040,
BCS,FOTOVOLTAICA,14,            42.2160,
BCS,FOTOVOLTAICA,15,            39.1250,
BCS,FOTOVOLTAICA,16,            36.1020,
BCS,FOTOVOLTAICA,17,            32.1000,
BCS,FOTOVOLTAICA,18,            24.7050,
BCS,FOTOVOLTAICA,19,            10.3420,
BCS,FOTOVOLTAICA,20,             1.5700,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          2534.9980,
SIN,EOLICA,2,          2352.6290,
SIN,EOLICA,3,          2181.1450,
SIN,EOLICA,4,          2096.9510,
SIN,EOLICA,5,          1992.9540,
SIN,EOLICA,6,          1665.8350,
SIN,EOLICA,7,          1673.2870,
SIN,EOLICA,8,          1635.6260,
SIN,EOLICA,9,          1595.2160,
SIN,EOLICA,10,          1707.8460,
SIN,EOLICA,11,          1757.0830,
SIN,EOLICA,12,          1815.2310,
SIN,EOLICA,13,          1864.5030,
SIN,EOLICA,14,          1968.6220,
SIN,EOLICA,15,          2054.7390,
SIN,EOLICA,16,          2127.8450,
SIN,EOLICA,17,          2219.5820,
SIN,EOLICA,18,          2340.4360,
SIN,EOLICA,19,          2468.8470,
SIN,EOLICA,20,          2483.6430,
SIN,EOLICA,21,          2493.5980,
SIN,EOLICA,22,          2432.3820,
SIN,EOLICA,23,          2345.2240,
SIN,EOLICA,24,          2260.1940,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,             1.9320,
SIN,FOTOVOLTAICA,8,           485.0280,
SIN,FOTOVOLTAICA,9,          2437.6860,
SIN,FOTOVOLTAICA,10,          3953.7630,
SIN,FOTOVOLTAICA,11,          4485.6730,
SIN,FOTOVOLTAICA,12,          4561.7240,
SIN,FOTOVOLTAICA,13,          4566.3170,
SIN,FOTOVOLTAICA,14,          4499.2460,
SIN,FOTOVOLTAICA,15,          4449.8860,
SIN,FOTOVOLTAICA,16,          4275.4100,
SIN,FOTOVOLTAICA,17,          4074.7120,
SIN,FOTOVOLTAICA,18,          3755.5620,
SIN,FOTOVOLTAICA,19,          3083.2550,
SIN,FOTOVOLTAICA,20,          1779.3730,
SIN,FOTOVOLTAICA,21,           337.5260,
SIN,FOTOVOLTAICA,22,             5.3100,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


