Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 13/may/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 13/may/2020 08:00:09 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             9.8150,
BCA,EOLICA,2,             9.8150,
BCA,EOLICA,3,             9.8150,
BCA,EOLICA,4,             7.6500,
BCA,EOLICA,5,             7.6500,
BCA,EOLICA,6,             4.1600,
BCA,EOLICA,7,             4.1600,
BCA,EOLICA,8,             7.6500,
BCA,EOLICA,9,             9.8150,
BCA,EOLICA,10,             9.8150,
BCA,EOLICA,11,             9.8150,
BCA,EOLICA,12,             2.7500,
BCA,EOLICA,13,             2.7500,
BCA,EOLICA,14,             4.1600,
BCA,EOLICA,15,             4.1600,
BCA,EOLICA,16,             4.1600,
BCA,EOLICA,17,             4.1600,
BCA,EOLICA,18,             4.1600,
BCA,EOLICA,19,             2.7500,
BCA,EOLICA,20,             1.6750,
BCA,EOLICA,21,             0.9050,
BCA,EOLICA,22,             4.1600,
BCA,EOLICA,23,             4.1600,
BCA,EOLICA,24,             4.1600,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             2.8300,
BCA,FOTOVOLTAICA,8,            16.4800,
BCA,FOTOVOLTAICA,9,            24.4800,
BCA,FOTOVOLTAICA,10,            26.9700,
BCA,FOTOVOLTAICA,11,            26.9600,
BCA,FOTOVOLTAICA,12,            27.5600,
BCA,FOTOVOLTAICA,13,            27.2500,
BCA,FOTOVOLTAICA,14,            25.9300,
BCA,FOTOVOLTAICA,15,            25.9000,
BCA,FOTOVOLTAICA,16,            23.9700,
BCA,FOTOVOLTAICA,17,            22.0800,
BCA,FOTOVOLTAICA,18,            17.6300,
BCA,FOTOVOLTAICA,19,             6.1100,
BCA,FOTOVOLTAICA,20,             0.2400,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.1510,
BCS,FOTOVOLTAICA,8,             3.5900,
BCS,FOTOVOLTAICA,9,            17.1450,
BCS,FOTOVOLTAICA,10,            34.5160,
BCS,FOTOVOLTAICA,11,            47.6810,
BCS,FOTOVOLTAICA,12,            53.6530,
BCS,FOTOVOLTAICA,13,            55.3460,
BCS,FOTOVOLTAICA,14,            55.2770,
BCS,FOTOVOLTAICA,15,            54.4790,
BCS,FOTOVOLTAICA,16,            50.9740,
BCS,FOTOVOLTAICA,17,            40.8800,
BCS,FOTOVOLTAICA,18,            27.3750,
BCS,FOTOVOLTAICA,19,            11.0060,
BCS,FOTOVOLTAICA,20,             1.0390,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          2236.5020,
SIN,EOLICA,2,          2138.0570,
SIN,EOLICA,3,          1999.7310,
SIN,EOLICA,4,          1844.9440,
SIN,EOLICA,5,          1748.2610,
SIN,EOLICA,6,          1661.3400,
SIN,EOLICA,7,          1608.4180,
SIN,EOLICA,8,          1577.3160,
SIN,EOLICA,9,          1570.5610,
SIN,EOLICA,10,          1578.1570,
SIN,EOLICA,11,          1644.2130,
SIN,EOLICA,12,          1703.0720,
SIN,EOLICA,13,          1796.9040,
SIN,EOLICA,14,          1881.9250,
SIN,EOLICA,15,          1967.8120,
SIN,EOLICA,16,          2036.8840,
SIN,EOLICA,17,          2077.8780,
SIN,EOLICA,18,          2110.1350,
SIN,EOLICA,19,          2147.8370,
SIN,EOLICA,20,          2192.4000,
SIN,EOLICA,21,          2080.7880,
SIN,EOLICA,22,          2089.5930,
SIN,EOLICA,23,          2026.8000,
SIN,EOLICA,24,          1918.2880,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,             2.2200,
SIN,FOTOVOLTAICA,8,           197.2980,
SIN,FOTOVOLTAICA,9,          1453.6560,
SIN,FOTOVOLTAICA,10,          2688.9630,
SIN,FOTOVOLTAICA,11,          3180.4340,
SIN,FOTOVOLTAICA,12,          3298.7310,
SIN,FOTOVOLTAICA,13,          3341.6930,
SIN,FOTOVOLTAICA,14,          3327.7810,
SIN,FOTOVOLTAICA,15,          3298.7180,
SIN,FOTOVOLTAICA,16,          3233.0770,
SIN,FOTOVOLTAICA,17,          3134.3780,
SIN,FOTOVOLTAICA,18,          2963.6690,
SIN,FOTOVOLTAICA,19,          2469.9380,
SIN,FOTOVOLTAICA,20,          1347.9060,
SIN,FOTOVOLTAICA,21,           175.1540,
SIN,FOTOVOLTAICA,22,             0.4300,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


