Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 07/oct/2019
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 07/oct/2019 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.0000,
BCA,EOLICA,2,             0.0000,
BCA,EOLICA,3,             0.0000,
BCA,EOLICA,4,             0.0000,
BCA,EOLICA,5,             0.0000,
BCA,EOLICA,6,             0.0000,
BCA,EOLICA,7,             0.0000,
BCA,EOLICA,8,             0.0000,
BCA,EOLICA,9,             0.0000,
BCA,EOLICA,10,             0.0000,
BCA,EOLICA,11,             0.0000,
BCA,EOLICA,12,             0.3950,
BCA,EOLICA,13,             0.3950,
BCA,EOLICA,14,             0.3950,
BCA,EOLICA,15,             0.3950,
BCA,EOLICA,16,             0.3950,
BCA,EOLICA,17,             0.3950,
BCA,EOLICA,18,             0.3950,
BCA,EOLICA,19,             0.3950,
BCA,EOLICA,20,             0.3950,
BCA,EOLICA,21,             0.0000,
BCA,EOLICA,22,             0.0000,
BCA,EOLICA,23,             0.0000,
BCA,EOLICA,24,             0.0000,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             0.0800,
BCA,FOTOVOLTAICA,8,            15.3200,
BCA,FOTOVOLTAICA,9,            39.4700,
BCA,FOTOVOLTAICA,10,            40.9600,
BCA,FOTOVOLTAICA,11,            41.0400,
BCA,FOTOVOLTAICA,12,            41.0100,
BCA,FOTOVOLTAICA,13,            40.9800,
BCA,FOTOVOLTAICA,14,            40.9400,
BCA,FOTOVOLTAICA,15,            40.8000,
BCA,FOTOVOLTAICA,16,            40.6000,
BCA,FOTOVOLTAICA,17,            38.2500,
BCA,FOTOVOLTAICA,18,            14.1400,
BCA,FOTOVOLTAICA,19,             0.1700,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0200,
BCS,FOTOVOLTAICA,8,             1.7900,
BCS,FOTOVOLTAICA,9,            15.7500,
BCS,FOTOVOLTAICA,10,            33.7300,
BCS,FOTOVOLTAICA,11,            47.0900,
BCS,FOTOVOLTAICA,12,            53.4470,
BCS,FOTOVOLTAICA,13,            54.9820,
BCS,FOTOVOLTAICA,14,            55.1860,
BCS,FOTOVOLTAICA,15,            55.1040,
BCS,FOTOVOLTAICA,16,            51.6950,
BCS,FOTOVOLTAICA,17,            40.6780,
BCS,FOTOVOLTAICA,18,            23.6910,
BCS,FOTOVOLTAICA,19,             6.6570,
BCS,FOTOVOLTAICA,20,             0.0340,
BCS,FOTOVOLTAICA,21,             0.0000,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,           926.5910,
SIN,EOLICA,2,           932.1370,
SIN,EOLICA,3,           927.0810,
SIN,EOLICA,4,           925.2420,
SIN,EOLICA,5,           894.5860,
SIN,EOLICA,6,           881.9440,
SIN,EOLICA,7,           992.9720,
SIN,EOLICA,8,          1079.2560,
SIN,EOLICA,9,          1173.4180,
SIN,EOLICA,10,          1384.1530,
SIN,EOLICA,11,          1562.9420,
SIN,EOLICA,12,          1815.7920,
SIN,EOLICA,13,          2018.7030,
SIN,EOLICA,14,          2153.0200,
SIN,EOLICA,15,          2163.8030,
SIN,EOLICA,16,          2104.8260,
SIN,EOLICA,17,          1983.2270,
SIN,EOLICA,18,          1877.7190,
SIN,EOLICA,19,          1849.9090,
SIN,EOLICA,20,          1781.9450,
SIN,EOLICA,21,          1697.3650,
SIN,EOLICA,22,          1592.5220,
SIN,EOLICA,23,          1532.4400,
SIN,EOLICA,24,          1418.6630,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0000,
SIN,FOTOVOLTAICA,7,             1.3900,
SIN,FOTOVOLTAICA,8,            60.1020,
SIN,FOTOVOLTAICA,9,           765.5960,
SIN,FOTOVOLTAICA,10,          2131.7190,
SIN,FOTOVOLTAICA,11,          2883.3580,
SIN,FOTOVOLTAICA,12,          3146.9950,
SIN,FOTOVOLTAICA,13,          3210.7400,
SIN,FOTOVOLTAICA,14,          3213.5910,
SIN,FOTOVOLTAICA,15,          3109.9710,
SIN,FOTOVOLTAICA,16,          2982.4800,
SIN,FOTOVOLTAICA,17,          2759.2020,
SIN,FOTOVOLTAICA,18,          2444.2190,
SIN,FOTOVOLTAICA,19,          1497.9980,
SIN,FOTOVOLTAICA,20,           261.7720,
SIN,FOTOVOLTAICA,21,            10.0390,
SIN,FOTOVOLTAICA,22,             0.0000,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


