Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 07/ene/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 07/ene/2020 08:00:06 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             1.7450,
BCA,EOLICA,2,             1.7410,
BCA,EOLICA,3,             1.7400,
BCA,EOLICA,4,             0.4570,
BCA,EOLICA,5,             0.4490,
BCA,EOLICA,6,             0.4370,
BCA,EOLICA,7,             0.0290,
BCA,EOLICA,8,             0.0200,
BCA,EOLICA,9,             0.0160,
BCA,EOLICA,10,             1.6890,
BCA,EOLICA,11,             1.6950,
BCA,EOLICA,12,             1.7070,
BCA,EOLICA,13,             1.7150,
BCA,EOLICA,14,             1.7150,
BCA,EOLICA,15,             1.7060,
BCA,EOLICA,16,             0.9220,
BCA,EOLICA,17,             0.9180,
BCA,EOLICA,18,             0.9290,
BCA,EOLICA,19,             1.7290,
BCA,EOLICA,20,             1.7870,
BCA,EOLICA,21,             1.8730,
BCA,EOLICA,22,             1.9750,
BCA,EOLICA,23,             2.0160,
BCA,EOLICA,24,             2.0270,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             0.7200,
BCA,FOTOVOLTAICA,8,            12.5200,
BCA,FOTOVOLTAICA,9,            31.7800,
BCA,FOTOVOLTAICA,10,            39.2000,
BCA,FOTOVOLTAICA,11,            38.4400,
BCA,FOTOVOLTAICA,12,            37.3100,
BCA,FOTOVOLTAICA,13,            37.1200,
BCA,FOTOVOLTAICA,14,            37.9000,
BCA,FOTOVOLTAICA,15,            36.9400,
BCA,FOTOVOLTAICA,16,            23.3000,
BCA,FOTOVOLTAICA,17,             5.1500,
BCA,FOTOVOLTAICA,18,             0.0000,
BCA,FOTOVOLTAICA,19,             0.0000,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
