Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 22/jun/2020
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 22/jun/2020 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,            12.4930,
BCA,EOLICA,2,            11.6610,
BCA,EOLICA,3,            10.1790,
BCA,EOLICA,4,             8.2940,
BCA,EOLICA,5,             6.4480,
BCA,EOLICA,6,             3.2120,
BCA,EOLICA,7,             2.5100,
BCA,EOLICA,8,             1.9900,
BCA,EOLICA,9,             1.6780,
BCA,EOLICA,10,             1.5480,
BCA,EOLICA,11,             1.5740,
BCA,EOLICA,12,             1.8730,
BCA,EOLICA,13,             2.3410,
BCA,EOLICA,14,             2.6790,
BCA,EOLICA,15,             2.7440,
BCA,EOLICA,16,             2.6400,
BCA,EOLICA,17,             2.6790,
BCA,EOLICA,18,             7.9920,
BCA,EOLICA,19,             9.0320,
BCA,EOLICA,20,            10.1890,
BCA,EOLICA,21,            11.0860,
BCA,EOLICA,22,             8.7360,
BCA,EOLICA,23,             8.7880,
BCA,EOLICA,24,             6.5790,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.2700,
BCA,FOTOVOLTAICA,7,            12.1200,
BCA,FOTOVOLTAICA,8,            34.3900,
BCA,FOTOVOLTAICA,9,            39.6800,
BCA,FOTOVOLTAICA,10,            39.1700,
BCA,FOTOVOLTAICA,11,            39.0800,
BCA,FOTOVOLTAICA,12,            39.2500,
BCA,FOTOVOLTAICA,13,            39.3600,
BCA,FOTOVOLTAICA,14,            39.4400,
BCA,FOTOVOLTAICA,15,            39.4600,
BCA,FOTOVOLTAICA,16,            39.3400,
BCA,FOTOVOLTAICA,17,            39.2000,
BCA,FOTOVOLTAICA,18,            35.8900,
BCA,FOTOVOLTAICA,19,            19.5900,
BCA,FOTOVOLTAICA,20,             2.9200,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
