Centro Nacional de Control de Energia
Pronosticos de Generacion Intermitente
Reporte diario
Fecha: 24/sep/2019
Archivo descargado desde el Sistema de Informacion del Mercado (Area Publica) creado el 24/sep/2019 08:00:04 hrs.
Nota: Los acentos de este reporte se omiten intencionalmente por sistema
Mercado: MDA
Sistema, Tipo de Tecnologia, Hora, Pronostico de Generacion (MWh)
BCA,EOLICA,1,             0.0000,
BCA,EOLICA,2,             0.0000,
BCA,EOLICA,3,             0.0000,
BCA,EOLICA,4,             0.0000,
BCA,EOLICA,5,             0.0000,
BCA,EOLICA,6,             0.3950,
BCA,EOLICA,7,             0.3950,
BCA,EOLICA,8,             0.3950,
BCA,EOLICA,9,             5.8750,
BCA,EOLICA,10,             5.8750,
BCA,EOLICA,11,             5.8750,
BCA,EOLICA,12,             9.9400,
BCA,EOLICA,13,             9.9400,
BCA,EOLICA,14,             9.9400,
BCA,EOLICA,15,             9.9800,
BCA,EOLICA,16,             9.9800,
BCA,EOLICA,17,             9.9800,
BCA,EOLICA,18,             9.9950,
BCA,EOLICA,19,             9.9950,
BCA,EOLICA,20,             9.9950,
BCA,EOLICA,21,             9.0800,
BCA,EOLICA,22,             9.0800,
BCA,EOLICA,23,             9.0800,
BCA,EOLICA,24,             7.6500,
BCA,FOTOVOLTAICA,1,             0.0000,
BCA,FOTOVOLTAICA,2,             0.0000,
BCA,FOTOVOLTAICA,3,             0.0000,
BCA,FOTOVOLTAICA,4,             0.0000,
BCA,FOTOVOLTAICA,5,             0.0000,
BCA,FOTOVOLTAICA,6,             0.0000,
BCA,FOTOVOLTAICA,7,             0.8700,
BCA,FOTOVOLTAICA,8,            15.9200,
BCA,FOTOVOLTAICA,9,            37.1400,
BCA,FOTOVOLTAICA,10,            40.1100,
BCA,FOTOVOLTAICA,11,            40.1500,
BCA,FOTOVOLTAICA,12,            40.0800,
BCA,FOTOVOLTAICA,13,            40.0000,
BCA,FOTOVOLTAICA,14,            39.9100,
BCA,FOTOVOLTAICA,15,            39.7700,
BCA,FOTOVOLTAICA,16,            39.6300,
BCA,FOTOVOLTAICA,17,            36.7800,
BCA,FOTOVOLTAICA,18,            20.1600,
BCA,FOTOVOLTAICA,19,             1.6000,
BCA,FOTOVOLTAICA,20,             0.0000,
BCA,FOTOVOLTAICA,21,             0.0000,
BCA,FOTOVOLTAICA,22,             0.0000,
BCA,FOTOVOLTAICA,23,             0.0000,
BCA,FOTOVOLTAICA,24,             0.0000,
BCS,FOTOVOLTAICA,1,             0.0000,
BCS,FOTOVOLTAICA,2,             0.0000,
BCS,FOTOVOLTAICA,3,             0.0000,
BCS,FOTOVOLTAICA,4,             0.0000,
BCS,FOTOVOLTAICA,5,             0.0000,
BCS,FOTOVOLTAICA,6,             0.0000,
BCS,FOTOVOLTAICA,7,             0.0400,
BCS,FOTOVOLTAICA,8,             1.8120,
BCS,FOTOVOLTAICA,9,            13.3530,
BCS,FOTOVOLTAICA,10,            30.4260,
BCS,FOTOVOLTAICA,11,            43.9720,
BCS,FOTOVOLTAICA,12,            52.0690,
BCS,FOTOVOLTAICA,13,            54.4440,
BCS,FOTOVOLTAICA,14,            55.0150,
BCS,FOTOVOLTAICA,15,            53.4720,
BCS,FOTOVOLTAICA,16,            50.0860,
BCS,FOTOVOLTAICA,17,            42.6570,
BCS,FOTOVOLTAICA,18,            29.5280,
BCS,FOTOVOLTAICA,19,            13.4000,
BCS,FOTOVOLTAICA,20,             1.4960,
BCS,FOTOVOLTAICA,21,             0.0030,
BCS,FOTOVOLTAICA,22,             0.0000,
BCS,FOTOVOLTAICA,23,             0.0000,
BCS,FOTOVOLTAICA,24,             0.0000,
SIN,EOLICA,1,          1453.3040,
SIN,EOLICA,2,          1391.1780,
SIN,EOLICA,3,          1228.9690,
SIN,EOLICA,4,          1114.3820,
SIN,EOLICA,5,          1031.5500,
SIN,EOLICA,6,           973.3010,
SIN,EOLICA,7,           933.1890,
SIN,EOLICA,8,           936.0280,
SIN,EOLICA,9,           926.6550,
SIN,EOLICA,10,           956.3010,
SIN,EOLICA,11,          1004.2230,
SIN,EOLICA,12,          1041.1620,
SIN,EOLICA,13,          1086.8400,
SIN,EOLICA,14,          1081.9530,
SIN,EOLICA,15,          1085.9410,
SIN,EOLICA,16,          1063.7530,
SIN,EOLICA,17,          1059.0910,
SIN,EOLICA,18,          1084.0830,
SIN,EOLICA,19,          1124.7110,
SIN,EOLICA,20,          1160.1820,
SIN,EOLICA,21,          1166.2000,
SIN,EOLICA,22,          1152.6020,
SIN,EOLICA,23,          1083.6770,
SIN,EOLICA,24,          1031.1960,
SIN,FOTOVOLTAICA,1,             0.0000,
SIN,FOTOVOLTAICA,2,             0.0000,
SIN,FOTOVOLTAICA,3,             0.0000,
SIN,FOTOVOLTAICA,4,             0.0000,
SIN,FOTOVOLTAICA,5,             0.0000,
SIN,FOTOVOLTAICA,6,             0.0010,
SIN,FOTOVOLTAICA,7,             2.8620,
SIN,FOTOVOLTAICA,8,            67.6780,
SIN,FOTOVOLTAICA,9,           776.0270,
SIN,FOTOVOLTAICA,10,          1969.9800,
SIN,FOTOVOLTAICA,11,          2719.5650,
SIN,FOTOVOLTAICA,12,          2916.4200,
SIN,FOTOVOLTAICA,13,          2949.0570,
SIN,FOTOVOLTAICA,14,          2908.9800,
SIN,FOTOVOLTAICA,15,          2834.0720,
SIN,FOTOVOLTAICA,16,          2710.6790,
SIN,FOTOVOLTAICA,17,          2558.4760,
SIN,FOTOVOLTAICA,18,          2204.1160,
SIN,FOTOVOLTAICA,19,          1541.6230,
SIN,FOTOVOLTAICA,20,           316.5830,
SIN,FOTOVOLTAICA,21,            55.6160,
SIN,FOTOVOLTAICA,22,             0.0000,
SIN,FOTOVOLTAICA,23,             0.0000,
SIN,FOTOVOLTAICA,24,             0.0000,


